Year_Built,Heating_QC,Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Garage_Cars,Pool_QC,Sale_Price,transformed_price
2004,Excellent,2,2,8,3,No_Pool,552000,13.22130333
2003,Excellent,2,3,8,3,No_Pool,382500,12.85448393
2008,Excellent,2,2,6,2,No_Pool,320000,12.67607627
2008,Excellent,2,2,6,2,No_Pool,248500,12.42319812
2002,Excellent,2,3,8,3,No_Pool,286500,12.56549382
2006,Excellent,2,2,6,2,No_Pool,254000,12.44508955
2003,Excellent,2,2,6,2,No_Pool,173000,12.06104687
2003,Excellent,2,2,6,2,No_Pool,173000,12.06104687
2005,Excellent,2,3,8,2,No_Pool,184000,12.12269104
2005,Excellent,2,3,7,2,No_Pool,167800,12.03052807
2005,Excellent,2,3,8,2,No_Pool,174000,12.06681058
2005,Excellent,2,3,6,2,No_Pool,174000,12.06681058
2007,Excellent,2,2,7,3,No_Pool,174000,12.06681058
2007,Excellent,2,1,7,3,No_Pool,175900,12.07767093
2005,Excellent,2,2,7,2,No_Pool,192500,12.16785143
2005,Excellent,2,1,7,2,No_Pool,181000,12.10625231
2005,Excellent,2,2,5,2,No_Pool,180000,12.10071213
2005,Excellent,2,2,5,2,No_Pool,160200,11.98417831
2004,Excellent,2,3,6,2,No_Pool,188500,12.14685329
2002,Excellent,2,4,8,2,No_Pool,200000,12.20607265
2004,Excellent,2,3,6,2,No_Pool,170000,12.04355372
2004,Excellent,2,3,7,2,No_Pool,189500,12.1521443
2002,Excellent,2,3,7,2,No_Pool,184100,12.12323437
2004,Excellent,2,3,7,2,No_Pool,195500,12.18331566
2003,Excellent,2,3,8,2,No_Pool,192000,12.16525065
2003,Excellent,2,3,7,2,No_Pool,178000,12.08953883
2007,Excellent,2,2,6,2,No_Pool,207500,12.24288662
2000,Excellent,2,4,8,2,No_Pool,236000,12.37158708
2002,Excellent,2,4,8,3,No_Pool,257500,12.458775
2000,Excellent,2,3,7,2,No_Pool,244000,12.4049235
2004,Excellent,2,3,7,2,No_Pool,167000,12.02574909
2000,Excellent,2,3,7,2,No_Pool,179000,12.09514108
2000,Excellent,2,3,7,2,No_Pool,190000,12.15477935
1999,Excellent,2,3,7,2,No_Pool,156000,11.95761129
1999,Excellent,2,4,8,3,No_Pool,245000,12.40901349
1999,Excellent,2,3,7,2,No_Pool,181000,12.10625231
1999,Excellent,2,3,8,2,No_Pool,214000,12.27373129
1999,Excellent,2,3,7,2,No_Pool,168000,12.03171926
1999,Excellent,2,3,8,3,No_Pool,337000,12.72783821
1995,Excellent,2,4,9,3,No_Pool,403000,12.90669184
2000,Excellent,2,4,10,3,No_Pool,327000,12.69771545
1998,Excellent,2,3,7,3,No_Pool,340000,12.7367009
1998,Excellent,2,4,8,3,No_Pool,336000,12.72486644
1996,Excellent,2,3,7,3,No_Pool,265000,12.4874851
1994,Excellent,2,3,7,3,No_Pool,315000,12.66032792
1993,Excellent,2,4,9,3,No_Pool,260000,12.46843691
1995,Excellent,2,3,7,2,No_Pool,260000,12.46843691
1993,Excellent,2,3,8,2,No_Pool,263550,12.48199838
1994,Excellent,2,4,8,3,No_Pool,402000,12.90420737
1994,Excellent,2,3,7,2,No_Pool,248000,12.42118403
2008,Excellent,2,3,6,3,No_Pool,244600,12.4073795
2008,Excellent,2,3,7,3,No_Pool,275000,12.52452638
2008,Excellent,2,3,7,3,No_Pool,257500,12.458775
2008,Excellent,2,3,7,3,No_Pool,287090,12.56755103
2007,Excellent,2,3,7,3,No_Pool,275500,12.52634291
2006,Excellent,2,3,7,2,No_Pool,245000,12.40901349
2005,Excellent,2,3,8,2,No_Pool,253000,12.44114477
2005,Excellent,2,2,9,3,No_Pool,468000,13.05622357
2009,Excellent,2,3,7,2,No_Pool,252678,12.43987123
2008,Excellent,2,3,6,2,No_Pool,210000,12.25486281
2009,Excellent,2,2,4,2,No_Pool,208300,12.24673463
2008,Excellent,2,3,6,2,No_Pool,225000,12.32385568
2009,Excellent,2,3,6,2,No_Pool,229456,12.34346657
2008,Excellent,2,3,7,2,No_Pool,229800,12.34496464
2007,Excellent,2,3,7,3,No_Pool,250000,12.4292162
2009,Excellent,2,2,7,3,No_Pool,370878,12.82362845
2006,Excellent,2,2,6,2,No_Pool,238500,12.38212459
2008,Excellent,2,3,10,3,No_Pool,310000,12.64432758
2006,Excellent,2,3,8,3,No_Pool,270000,12.50617724
2005,Excellent,2,3,9,3,No_Pool,252000,12.43718437
2006,Excellent,2,2,7,2,No_Pool,241000,12.39255221
2008,Excellent,2,3,8,2,No_Pool,264500,12.48559653
2006,Excellent,2,3,8,3,No_Pool,291000,12.58107855
2003,Excellent,2,4,8,2,No_Pool,263000,12.47990931
2004,Excellent,2,2,6,2,No_Pool,185000,12.1281111
2003,Excellent,2,3,6,2,No_Pool,234500,12.36521087
2003,Excellent,2,3,6,2,No_Pool,209000,12.25008953
2007,Excellent,1,3,6,2,No_Pool,159000,11.97665948
2006,Excellent,1,3,6,2,No_Pool,152000,11.9316358
2004,Excellent,1,3,5,0,No_Pool,143500,11.87409031
2004,Excellent,2,3,8,2,No_Pool,193000,12.17044547
2004,Excellent,2,3,6,3,No_Pool,203000,12.22096126
2003,Excellent,2,2,5,2,No_Pool,184900,12.12757042
2004,Excellent,1,3,6,2,No_Pool,159000,11.97665948
2004,Excellent,1,3,6,0,No_Pool,142000,11.86358234
2003,Excellent,2,3,6,2,No_Pool,153000,11.9381932
2008,Excellent,2,2,6,3,No_Pool,224243,12.32048556
1996,Excellent,2,4,8,2,No_Pool,220000,12.30138283
2005,Excellent,2,2,7,2,No_Pool,257000,12.45683136
2001,Excellent,2,3,6,2,No_Pool,189000,12.14950229
1992,Excellent,2,3,6,2,No_Pool,171500,12.05233855
1980,Typical,1,3,6,1,No_Pool,120000,11.69524702
1990,Good,2,2,5,2,No_Pool,145000,11.88448902
1994,Excellent,2,3,6,2,No_Pool,184000,12.12269104
1986,Typical,2,3,6,2,No_Pool,162000,11.99535161
1981,Typical,2,4,8,2,No_Pool,160000,11.98292909
1950,Good,1,2,4,1,No_Pool,82000,11.31447453
1928,Typical,1,2,5,2,No_Pool,76000,11.23848862
1962,Good,1,3,5,2,No_Pool,110000,11.60823564
1977,Typical,1,3,6,2,No_Pool,135000,11.81303006
1961,Excellent,1,3,5,2,No_Pool,141000,11.85651517
1961,Typical,1,2,5,1,No_Pool,122000,11.71177632
1965,Good,2,3,5,1,No_Pool,124100,11.72884297
1963,Excellent,1,3,6,1,No_Pool,129000,11.76756768
1961,Excellent,1,3,6,1,No_Pool,131400,11.78600139
1965,Good,1,3,5,1,No_Pool,62383,11.04104808
1962,Good,1,3,6,1,No_Pool,123000,11.71993963
1980,Good,2,2,6,3,No_Pool,275000,12.52452638
1991,Excellent,2,3,7,2,No_Pool,235000,12.36734079
2004,Excellent,2,3,9,3,No_Pool,280750,12.54521987
2009,Excellent,2,2,4,2,No_Pool,164500,12.01066585
2009,Excellent,2,2,4,2,No_Pool,173733,12.06527492
2008,Excellent,2,2,6,2,No_Pool,222000,12.31043266
2008,Excellent,1,1,5,2,No_Pool,195000,12.18075484
1999,Good,2,3,6,2,No_Pool,172500,12.05815252
2000,Excellent,2,2,4,2,No_Pool,180000,12.10071213
1999,Excellent,2,3,6,2,No_Pool,156000,11.95761129
1999,Excellent,2,3,7,2,No_Pool,172500,12.05815252
1977,Excellent,2,2,5,2,No_Pool,318750,12.67216238
1981,Typical,1,1,4,2,No_Pool,211500,12.26198028
1981,Typical,1,2,7,2,No_Pool,241600,12.39503875
1976,Excellent,2,4,5,2,No_Pool,180500,12.10348606
1976,Excellent,2,3,8,2,No_Pool,150000,11.91839057
1968,Excellent,1,4,8,2,No_Pool,154000,11.94470788
1970,Typical,2,2,6,2,No_Pool,185000,12.1281111
1968,Good,2,3,7,2,No_Pool,185750,12.13215696
1973,Excellent,2,3,7,2,No_Pool,200000,12.20607265
1974,Typical,2,3,7,2,No_Pool,206000,12.23563145
1972,Typical,1,3,6,2,No_Pool,162000,11.99535161
1967,Good,2,5,8,2,No_Pool,256900,12.45644218
1967,Fair,1,3,7,2,No_Pool,197900,12.19551713
1969,Typical,2,3,6,2,No_Pool,163000,12.00150548
1969,Typical,1,3,5,1,No_Pool,113000,11.6351431
1977,Excellent,1,4,8,2,No_Pool,230000,12.34583459
1977,Typical,2,2,6,2,No_Pool,167900,12.03112384
1998,Excellent,2,3,7,2,No_Pool,213250,12.27022047
2001,Excellent,2,3,6,2,No_Pool,227000,12.3327053
1967,Typical,1,2,5,1,No_Pool,130000,11.77528973
1967,Typical,1,3,7,2,No_Pool,143000,11.87059991
1965,Excellent,1,2,5,1,No_Pool,117500,11.67419361
1974,Good,2,4,8,2,No_Pool,168500,12.03469103
1971,Fair,2,3,5,2,No_Pool,172500,12.05815252
1967,Typical,2,3,7,2,No_Pool,161500,11.99226042
1960,Good,1,2,5,2,No_Pool,141500,11.860055
1959,Excellent,1,3,5,1,No_Pool,118000,11.6784399
1959,Excellent,1,2,5,1,No_Pool,127500,11.75587164
1957,Typical,1,3,6,3,No_Pool,140000,11.8493977
1956,Fair,2,3,7,2,No_Pool,177625,12.08742987
1958,Typical,2,4,9,3,No_Pool,110000,11.60823564
1964,Typical,1,3,6,2,No_Pool,167000,12.02574909
1961,Typical,1,3,6,2,No_Pool,153000,11.9381932
1964,Typical,1,3,6,2,No_Pool,145100,11.88517844
1966,Excellent,1,3,6,2,No_Pool,154000,11.94470788
1965,Typical,2,4,7,2,No_Pool,177500,12.08672589
1964,Typical,1,3,7,2,No_Pool,158000,11.97035031
1959,Excellent,1,3,6,1,No_Pool,124500,11.73206099
1961,Excellent,1,4,7,2,No_Pool,174500,12.06968002
1955,Good,1,2,5,1,No_Pool,122000,11.71177632
1940,Good,1,2,5,0,No_Pool,82500,11.32055357
1950,Typical,1,3,5,1,No_Pool,110000,11.60823564
1953,Excellent,1,2,6,2,No_Pool,149500,11.91505167
1967,Typical,1,2,5,2,No_Pool,175000,12.07254125
1953,Typical,1,3,7,2,No_Pool,167000,12.02574909
1956,Good,1,2,5,1,No_Pool,128900,11.76679219
1950,Excellent,1,3,6,1,No_Pool,140000,11.8493977
1950,Good,1,3,5,1,No_Pool,147000,11.89818787
1967,Typical,2,4,8,3,No_Pool,124000,11.72803684
1961,Excellent,2,3,6,2,No_Pool,187500,12.14153412
1963,Good,1,3,6,2,No_Pool,159000,11.97665948
1966,Good,2,2,5,2,No_Pool,256000,12.45293272
1965,Typical,2,3,7,2,No_Pool,205000,12.23076526
1968,Typical,2,4,8,1,No_Pool,193500,12.17303279
1968,Good,1,2,5,2,No_Pool,110000,11.60823564
1920,Good,2,4,7,1,No_Pool,104900,11.56076279
1956,Typical,1,3,6,1,No_Pool,150000,11.91839057
1957,Good,1,3,6,2,No_Pool,156500,11.96081129
1960,Good,1,3,5,2,No_Pool,176000,12.07823927
1959,Typical,2,3,6,1,No_Pool,149500,11.91505167
1958,Good,2,3,6,1,No_Pool,139000,11.84222921
1958,Typical,1,3,6,1,No_Pool,155000,11.9511804
1956,Typical,1,3,6,1,No_Pool,120000,11.69524702
1955,Good,1,3,6,1,No_Pool,153000,11.9381932
1956,Typical,1,3,6,1,No_Pool,144000,11.87756858
1962,Typical,1,3,6,2,No_Pool,176000,12.07823927
1954,Good,1,3,5,2,No_Pool,153000,11.9381932
1958,Excellent,2,4,8,2,No_Pool,135000,11.81303006
1954,Good,1,3,6,1,No_Pool,131000,11.7829526
1953,Typical,1,3,5,1,No_Pool,123000,11.71993963
1951,Typical,1,2,5,2,No_Pool,126000,11.74403719
1955,Typical,1,2,5,2,No_Pool,115000,11.65268741
1951,Excellent,1,2,6,1,No_Pool,164900,12.01309451
1945,Typical,1,2,4,1,No_Pool,113000,11.6351431
1952,Good,1,2,5,1,No_Pool,145500,11.88793137
1953,Typical,1,2,7,1,No_Pool,102900,11.54151292
1900,Typical,2,3,7,2,No_Pool,95000,11.46163217
1948,Excellent,1,3,6,2,No_Pool,152500,11.93491988
1950,Typical,1,3,6,1,No_Pool,129900,11.7745202
1948,Excellent,1,2,5,1,No_Pool,132000,11.7905572
1958,Good,1,2,4,1,No_Pool,99900,11.51192496
1916,Excellent,2,3,8,1,No_Pool,135000,11.81303006
1939,Excellent,2,4,7,2,No_Pool,149000,11.91170158
1900,Good,1,2,6,1,No_Pool,114000,11.64395373
1924,Excellent,1,2,5,1,No_Pool,109500,11.60367983
1925,Excellent,1,3,6,1,No_Pool,125000,11.73606902
1915,Typical,2,3,8,2,No_Pool,142900,11.86990036
1910,Excellent,2,4,5,2,No_Pool,156500,11.96081129
1940,Good,1,2,4,0,No_Pool,59000,10.98529272
1920,Excellent,1,2,6,1,No_Pool,105000,11.56171563
1920,Typical,1,2,4,2,No_Pool,106000,11.57119437
1890,Typical,1,1,4,1,No_Pool,78500,11.2708539
1969,Typical,2,6,12,3,No_Pool,190000,12.15477935
1963,Fair,1,3,6,1,No_Pool,154000,11.94470788
1967,Good,1,3,6,2,No_Pool,163000,12.00150548
1969,Typical,2,6,12,4,No_Pool,200000,12.20607265
1958,Good,1,2,6,2,No_Pool,143500,11.87409031
1957,Good,1,3,5,1,No_Pool,135000,11.81303006
1957,Typical,1,2,5,1,No_Pool,153000,11.9381932
1960,Excellent,2,3,6,2,No_Pool,157500,11.96718074
1958,Fair,1,2,5,1,No_Pool,113500,11.63955812
1949,Good,1,3,6,1,No_Pool,133000,11.79810441
1950,Fair,2,2,6,2,No_Pool,92900,11.43927892
1950,Good,1,3,5,2,No_Pool,128500,11.76368418
1949,Fair,2,2,6,2,No_Pool,90000,11.40756495
1950,Good,1,3,7,1,No_Pool,138000,11.83500896
1958,Good,1,3,6,1,No_Pool,128000,11.75978554
1958,Typical,1,3,6,1,No_Pool,139000,11.84222921
1952,Typical,1,2,4,1,No_Pool,118900,11.68603808
1959,Typical,1,3,6,1,No_Pool,138000,11.83500896
1959,Typical,1,3,6,1,No_Pool,132500,11.79433792
1949,Typical,2,4,6,1,No_Pool,133500,11.80185676
1948,Typical,1,3,6,2,No_Pool,135000,11.81303006
1964,Typical,1,4,8,2,No_Pool,144750,11.8827634
1978,Good,1,2,4,2,No_Pool,145000,11.88448902
1963,Typical,1,3,6,1,No_Pool,127000,11.75194237
1962,Good,1,2,5,1,No_Pool,109500,11.60367983
1926,Typical,1,3,5,1,No_Pool,115000,11.65268741
1910,Good,1,2,5,2,No_Pool,110000,11.60823564
1935,Good,1,3,6,1,No_Pool,128900,11.76679219
1910,Good,2,4,12,2,No_Pool,103500,11.54732689
1941,Excellent,1,3,5,1,No_Pool,66500,11.10495723
1910,Typical,1,3,6,2,No_Pool,130000,11.77528973
1910,Excellent,2,3,7,0,No_Pool,129000,11.76756768
1939,Typical,1,3,7,2,No_Pool,150000,11.91839057
1892,Typical,2,4,11,1,No_Pool,107500,11.58524613
1920,Good,2,4,8,0,No_Pool,94550,11.45688407
1952,Good,2,4,10,2,No_Pool,124500,11.73206099
1946,Good,1,3,6,1,No_Pool,135000,11.81303006
1910,Good,1,3,6,0,No_Pool,103000,11.54248427
1953,Typical,1,2,4,2,No_Pool,93000,11.44035477
1950,Typical,1,3,6,1,No_Pool,129500,11.77143616
1954,Typical,2,3,7,1,No_Pool,93000,11.44035477
1920,Typical,1,2,5,2,No_Pool,80000,11.28978191
1940,Fair,1,1,4,1,No_Pool,45000,10.71441777
1910,Fair,1,2,6,0,No_Pool,37900,10.54270639
1938,Good,1,2,4,1,No_Pool,91300,11.42190607
1923,Typical,1,2,5,1,No_Pool,99500,11.50791292
1920,Good,2,2,8,0,No_Pool,113000,11.6351431
1910,Typical,2,3,7,2,No_Pool,87500,11.37939407
1947,Typical,1,2,5,1,No_Pool,110000,11.60823564
1898,Typical,2,2,11,2,No_Pool,106000,11.57119437
1880,Typical,1,4,8,4,No_Pool,265979,12.49117264
1900,Good,2,3,8,1,No_Pool,160000,11.98292909
1917,Excellent,1,3,5,1,No_Pool,119000,11.68687877
1882,Good,1,4,8,2,No_Pool,168000,12.03171926
1910,Excellent,1,2,5,0,No_Pool,58500,10.97678203
1920,Excellent,1,3,7,2,No_Pool,143000,11.87059991
1910,Typical,1,2,4,1,No_Pool,85000,11.35040654
1890,Typical,1,2,7,2,No_Pool,124900,11.7352687
1920,Excellent,1,3,6,1,No_Pool,119000,11.68687877
1910,Excellent,1,4,8,3,No_Pool,146500,11.89478071
1920,Typical,1,2,4,0,No_Pool,34900,10.46024211
1900,Typical,1,2,5,0,No_Pool,44000,10.69194491
1923,Excellent,1,3,6,2,No_Pool,223500,12.31716669
1923,Typical,1,3,6,1,No_Pool,149000,11.91170158
1925,Good,2,3,5,2,No_Pool,205000,12.23076526
1930,Excellent,2,3,7,1,No_Pool,137000,11.8277362
1916,Fair,1,2,4,1,No_Pool,121000,11.70354582
1936,Typical,1,3,6,1,No_Pool,128000,11.75978554
1937,Typical,1,2,4,2,No_Pool,134900,11.81228904
1925,Excellent,1,3,5,1,No_Pool,117000,11.66992921
1939,Excellent,1,4,6,1,No_Pool,132500,11.79433792
1924,Good,1,3,6,1,No_Pool,93000,11.44035477
1926,Good,1,2,4,1,No_Pool,119000,11.68687877
1924,Typical,1,2,5,2,No_Pool,100000,11.51292546
1936,Typical,1,3,5,2,No_Pool,141500,11.860055
1935,Excellent,1,3,6,1,No_Pool,133000,11.79810441
1936,Fair,1,1,4,0,No_Pool,60000,11.00209984
1931,Typical,1,2,5,1,No_Pool,105000,11.56171563
1925,Good,1,2,5,1,No_Pool,115000,11.65268741
1938,Typical,2,3,6,1,No_Pool,150000,11.91839057
1925,Typical,1,2,5,5,No_Pool,126500,11.74799759
1916,Good,2,5,10,2,No_Pool,214500,12.27606502
1910,Typical,1,3,8,2,No_Pool,167500,12.02873863
1915,Good,2,3,8,2,No_Pool,155000,11.9511804
1915,Excellent,1,4,7,1,No_Pool,155000,11.9511804
1915,Fair,2,3,8,1,No_Pool,179900,12.10015642
1912,Excellent,1,5,8,0,No_Pool,104000,11.55214618
1922,Typical,2,4,11,0,No_Pool,62500,11.04292184
1927,Fair,2,4,8,1,No_Pool,149000,11.91170158
1925,Typical,1,2,5,2,No_Pool,103000,11.54248427
1915,Excellent,1,3,7,1,No_Pool,123000,11.71993963
1902,Typical,2,6,9,0,No_Pool,97500,11.48760766
1927,Typical,1,3,4,1,No_Pool,135000,11.81303006
1923,Typical,1,1,5,0,No_Pool,70000,11.15625052
1915,Excellent,1,3,7,1,No_Pool,116000,11.66134547
1946,Excellent,1,2,4,1,No_Pool,88750,11.39357871
1987,Typical,3,3,5,0,No_Pool,179000,12.09514108
1987,Typical,3,3,5,0,No_Pool,179000,12.09514108
1978,Typical,2,2,6,1,No_Pool,159900,11.9823039
1922,Good,0,1,4,0,No_Pool,61000,11.01862914
1925,Typical,2,3,6,1,No_Pool,103600,11.54829261
1934,Typical,2,4,6,1,No_Pool,63000,11.05089001
1963,Excellent,2,3,6,2,No_Pool,175000,12.07254125
1963,Typical,1,3,5,2,No_Pool,139000,11.84222921
1978,Good,2,3,7,2,No_Pool,172500,12.05815252
1967,Typical,1,3,6,1,No_Pool,113500,11.63955812
1967,Excellent,1,3,5,1,No_Pool,130000,11.77528973
1978,Typical,1,3,5,2,No_Pool,149900,11.91772368
1982,Typical,1,2,5,2,No_Pool,134900,11.81228904
1982,Typical,1,2,4,2,No_Pool,137000,11.8277362
1962,Typical,1,3,6,1,No_Pool,139000,11.84222921
1961,Typical,2,4,8,1,No_Pool,165000,12.01370075
1960,Excellent,1,3,6,2,No_Pool,148000,11.90496755
1956,Excellent,1,4,9,1,No_Pool,165000,12.01370075
1947,Fair,1,2,5,0,No_Pool,63900,11.06507464
1957,Excellent,1,5,8,1,No_Pool,161500,11.99226042
1968,Excellent,1,1,5,1,No_Pool,143000,11.87059991
1956,Excellent,1,3,6,1,No_Pool,135000,11.81303006
1940,Excellent,1,1,4,2,No_Pool,82500,11.32055357
1955,Excellent,1,2,7,1,No_Pool,190000,12.15477935
1955,Excellent,2,4,8,2,No_Pool,139600,11.84653647
1954,Typical,1,2,6,2,No_Pool,122000,11.71177632
1956,Fair,1,3,7,2,No_Pool,127500,11.75587164
1956,Typical,1,2,5,1,No_Pool,121500,11.70766954
1958,Typical,1,3,5,1,No_Pool,60000,11.00209984
1946,Excellent,1,3,6,1,No_Pool,154400,11.94730192
1941,Typical,1,2,4,1,No_Pool,113000,11.6351431
1954,Typical,1,3,5,1,No_Pool,125000,11.73606902
1957,Excellent,1,3,5,1,No_Pool,84000,11.33857208
1984,Typical,2,2,5,1,No_Pool,139500,11.84581988
1949,Good,1,3,8,1,No_Pool,131000,11.7829526
1939,Typical,1,2,6,1,No_Pool,105000,11.56171563
1940,Typical,1,4,7,1,No_Pool,108000,11.58988651
1990,Good,1,1,4,2,No_Pool,162000,11.99535161
1983,Good,1,2,5,2,No_Pool,156500,11.96081129
1983,Excellent,1,1,5,2,No_Pool,316600,12.66539443
1990,Good,2,3,7,3,No_Pool,271900,12.51318963
1993,Excellent,2,3,7,2,No_Pool,213000,12.26904744
1993,Excellent,2,3,8,2,No_Pool,239900,12.38797745
1995,Excellent,2,3,8,2,No_Pool,239500,12.3863087
1880,Excellent,1,4,7,2,No_Pool,131000,11.7829526
1979,Typical,2,4,8,2,No_Pool,118964,11.68657621
1979,Typical,0,2,6,2,No_Pool,153337,11.94039339
1979,Typical,2,6,8,2,No_Pool,147983,11.90485268
1979,Typical,2,4,8,2,No_Pool,118858,11.68568478
1979,Typical,2,4,8,2,No_Pool,118858,11.68568478
1979,Typical,2,6,12,2,No_Pool,142953,11.87027118
1979,Typical,0,2,6,2,No_Pool,148325,11.90716109
1979,Typical,2,4,8,2,No_Pool,113722,11.64151215
2000,Excellent,4,6,8,4,No_Pool,269500,12.50432367
2000,Excellent,4,6,8,4,No_Pool,269500,12.50432367
2000,Excellent,4,6,8,4,No_Pool,269500,12.50432367
2009,Excellent,1,1,8,3,No_Pool,323262,12.68621842
2007,Excellent,2,3,7,3,No_Pool,297000,12.60148742
2008,Excellent,2,3,8,3,No_Pool,295493,12.59640043
2008,Excellent,2,3,8,3,No_Pool,332000,12.71289025
2008,Excellent,2,3,6,3,No_Pool,239900,12.38797745
2007,Excellent,2,3,7,2,No_Pool,212000,12.26434155
2007,Excellent,2,3,7,2,No_Pool,272500,12.51539389
2007,Excellent,2,2,7,2,No_Pool,239000,12.38421883
2006,Excellent,2,3,8,2,No_Pool,220000,12.30138283
2007,Excellent,2,2,6,2,No_Pool,200000,12.20607265
2008,Excellent,2,2,5,3,No_Pool,221800,12.30953135
2007,Excellent,2,2,6,2,No_Pool,194500,12.17818744
2005,Excellent,2,3,7,3,No_Pool,237000,12.37581542
2005,Excellent,2,3,7,2,No_Pool,173000,12.06104687
1989,Good,2,2,5,2,No_Pool,275000,12.52452638
1992,Good,2,3,7,2,No_Pool,233500,12.36093736
1967,Typical,2,3,7,2,No_Pool,185000,12.1281111
1996,Good,1,3,6,2,No_Pool,152000,11.9316358
1994,Excellent,1,3,5,1,No_Pool,143000,11.87059991
1997,Excellent,2,3,7,2,No_Pool,231500,12.35233515
1996,Excellent,2,3,6,2,No_Pool,212000,12.26434155
1998,Excellent,2,3,5,2,No_Pool,207000,12.24047407
1994,Excellent,1,3,6,2,No_Pool,145000,11.88448902
1994,Excellent,1,3,5,2,No_Pool,138000,11.83500896
1998,Excellent,2,3,6,2,No_Pool,197900,12.19551713
1999,Excellent,2,3,6,2,No_Pool,204000,12.22587527
1999,Excellent,2,3,6,2,No_Pool,192000,12.16525065
1998,Excellent,2,3,7,2,No_Pool,200000,12.20607265
2002,Excellent,2,3,7,2,No_Pool,195000,12.18075484
2002,Excellent,2,3,6,2,No_Pool,227000,12.3327053
2001,Excellent,2,3,6,2,No_Pool,230000,12.34583459
2001,Excellent,2,3,6,2,No_Pool,187100,12.13939851
2002,Excellent,2,3,6,2,No_Pool,203000,12.22096126
2001,Excellent,2,3,6,2,No_Pool,201000,12.21106019
1978,Typical,2,3,5,0,No_Pool,124000,11.72803684
1978,Typical,1,3,5,1,No_Pool,140000,11.8493977
1979,Typical,1,2,5,2,No_Pool,134900,11.81228904
1977,Typical,2,3,5,2,No_Pool,150500,11.92171836
1978,Excellent,1,3,6,1,No_Pool,136500,11.82407989
1977,Typical,1,3,5,1,No_Pool,143500,11.87409031
1972,Excellent,1,3,5,1,No_Pool,133500,11.80185676
1972,Typical,1,2,6,2,No_Pool,123000,11.71993963
1972,Good,1,2,5,1,No_Pool,133900,11.80484853
1972,Typical,1,2,5,2,No_Pool,133000,11.79810441
2002,Excellent,2,3,6,3,No_Pool,250000,12.4292162
2003,Excellent,2,4,8,2,No_Pool,254750,12.44803795
2001,Excellent,2,3,7,2,No_Pool,236500,12.37370349
2001,Excellent,2,3,7,2,No_Pool,261500,12.47418956
2000,Excellent,2,3,8,3,No_Pool,313000,12.65395847
2002,Excellent,2,3,6,2,No_Pool,198500,12.19854438
2001,Excellent,2,3,6,2,No_Pool,211000,12.25961341
1999,Excellent,2,2,5,2,No_Pool,220000,12.30138283
1996,Excellent,2,3,6,2,No_Pool,203000,12.22096126
2002,Excellent,2,3,7,2,No_Pool,279500,12.54075757
1997,Excellent,2,3,7,2,No_Pool,210000,12.25486281
1997,Excellent,2,3,8,2,No_Pool,219500,12.29910751
1996,Excellent,2,2,7,2,No_Pool,191000,12.16002871
2001,Excellent,2,3,6,2,No_Pool,178000,12.08953883
2000,Excellent,2,3,6,2,No_Pool,213000,12.26904744
2003,Excellent,1,1,4,2,No_Pool,144000,11.87756858
2003,Excellent,1,1,4,2,No_Pool,140000,11.8493977
2007,Excellent,2,3,7,3,No_Pool,293200,12.58861025
2004,Excellent,2,3,7,2,No_Pool,190000,12.15477935
2004,Excellent,2,3,6,2,No_Pool,190000,12.15477935
2005,Excellent,2,3,7,2,No_Pool,173500,12.06393288
2007,Excellent,2,3,6,2,No_Pool,170000,12.04355372
1949,Excellent,2,2,5,2,No_Pool,108000,11.58988651
1964,Excellent,1,3,7,2,No_Pool,167000,12.02574909
1938,Excellent,1,2,3,1,No_Pool,100000,11.51292546
2003,Excellent,3,4,7,2,No_Pool,198500,12.19854438
1977,Typical,1,3,6,2,No_Pool,159500,11.9797992
1960,Typical,1,3,7,1,No_Pool,127000,11.75194237
1976,Excellent,1,3,6,1,No_Pool,125000,11.73606902
2007,Excellent,2,3,8,3,No_Pool,320000,12.67607627
2005,Good,1,2,5,2,No_Pool,145500,11.88793137
1947,Excellent,1,2,4,0,No_Pool,118000,11.6784399
1959,Typical,1,3,5,1,No_Pool,85000,11.35040654
1950,Typical,1,3,6,1,No_Pool,120000,11.69524702
1945,Typical,2,4,9,1,No_Pool,98000,11.49272276
1922,Excellent,1,2,4,0,No_Pool,99900,11.51192496
1952,Fair,1,2,4,2,No_Pool,82000,11.31447453
1959,Typical,2,6,10,0,No_Pool,119900,11.69441334
1956,Excellent,1,2,7,1,No_Pool,103500,11.54732689
1956,Excellent,1,3,5,1,No_Pool,112000,11.62625415
1920,Good,1,3,7,2,No_Pool,110000,11.60823564
1941,Excellent,1,3,6,1,No_Pool,122000,11.71177632
1941,Excellent,2,3,6,2,No_Pool,117000,11.66992921
1938,Typical,1,3,7,1,No_Pool,160000,11.98292909
1932,Excellent,1,3,6,1,No_Pool,159434,11.97938532
1920,Typical,1,1,3,1,No_Pool,60000,11.00209984
1940,Typical,2,3,7,1,No_Pool,139500,11.84581988
1920,Excellent,2,5,12,2,No_Pool,197000,12.19095901
1935,Good,1,3,6,1,No_Pool,105000,11.56171563
1928,Typical,2,4,7,2,No_Pool,135000,11.81303006
1916,Excellent,1,3,6,2,No_Pool,147500,11.90158345
1925,Excellent,2,3,7,1,No_Pool,137450,11.83101549
